Crash_ID,At_Intersection_Flag,Crash_Date,Crash_Death_Count,Crash_Non-Suspected_Serious_Injury_Count,Crash_Not_Injured_Count,Crash_Possible_Injury_Count,Crash_Severity,Crash_Suspected_Serious_Injury_Count,Crash_Total_Injury_Count,Crash_Unknown_Injury_Count,Latitude,Longitude,Street_Name,Street_Number,Driver_Alcohol_Result,Driver_Blood_Alcohol_Content_Test_Result,Driver_Drug_Test_Result,Unit_Death_Count,Unit_Description,Unit_Non-Suspected_Serious_Injury_Count,Unit_Not_Injured_Count,Unit_Possible_Injury_Count,Unit_Suspected_Serious_Injury_Count,Unit_Total_Injury_Count,Unit_Unknown_Injury_Count,Vehicle_Body_Style,Vehicle_Make,Vehicle_Model_Name,Person_Age,Person_Death_Count,Person_Ethnicity,Person_Gender,Person_Injury_Severity,Person_Not_Injured_Count,Person_Possible_Injury_Count,Person_Suspected_Serious_Injury_Count,Person_Total_Injury_Count,Person_Type
19951084,FALSE,12/31/23,0,0,1,0,N - NOT INJURED,0,0,0,29.50934015,-98.40908716,SL0368,2409,No Data,No Data,97 - NOT APPLICABLE,0,1 - MOTOR VEHICLE,0,1,0,0,0,0,SV - SPORT UTILITY VEHICLE,NISSAN,ROGUE (NISSAN),37,0,H - HISPANIC,1 - MALE,N - NOT INJURED,1,0,0,0,1 - DRIVER
19950418,FALSE,12/30/23,0,0,6,0,N - NOT INJURED,0,0,0,29.33430884,-98.48119806,SS0536,NO DATA,No Data,No Data,97 - NOT APPLICABLE,0,1 - MOTOR VEHICLE,0,4,0,0,0,0,SV - SPORT UTILITY VEHICLE,FORD,EDGE (FORD),24,0,W - WHITE,1 - MALE,N - NOT INJURED,1,0,0,0,1 - DRIVER
19950418,FALSE,12/30/23,0,0,6,0,N - NOT INJURED,0,0,0,29.33430884,-98.48119806,SS0536,NO DATA,No Data,No Data,97 - NOT APPLICABLE,0,1 - MOTOR VEHICLE,0,4,0,0,0,0,SV - SPORT UTILITY VEHICLE,FORD,EDGE (FORD),25,0,W - WHITE,2 - FEMALE,N - NOT INJURED,1,0,0,0,2 - PASSENGER/OCCUPANT
19950418,FALSE,12/30/23,0,0,6,0,N - NOT INJURED,0,0,0,29.33430884,-98.48119806,SS0536,NO DATA,No Data,No Data,97 - NOT APPLICABLE,0,1 - MOTOR VEHICLE,0,4,0,0,0,0,SV - SPORT UTILITY VEHICLE,FORD,EDGE (FORD),0,0,W - WHITE,1 - MALE,N - NOT INJURED,1,0,0,0,2 - PASSENGER/OCCUPANT
19950418,FALSE,12/30/23,0,0,6,0,N - NOT INJURED,0,0,0,29.33430884,-98.48119806,SS0536,NO DATA,No Data,No Data,97 - NOT APPLICABLE,0,1 - MOTOR VEHICLE,0,4,0,0,0,0,SV - SPORT UTILITY VEHICLE,FORD,EDGE (FORD),3,0,W - WHITE,1 - MALE,N - NOT INJURED,1,0,0,0,2 - PASSENGER/OCCUPANT
19950418,FALSE,12/30/23,0,0,6,0,N - NOT INJURED,0,0,0,29.33430884,-98.48119806,SS0536,NO DATA,No Data,No Data,97 - NOT APPLICABLE,0,1 - MOTOR VEHICLE,0,2,0,0,0,0,"P4 - PASSENGER CAR, 4-DOOR",HONDA,CIVIC (HONDA),28,0,W - WHITE,1 - MALE,N - NOT INJURED,1,0,0,0,1 - DRIVER
19950418,FALSE,12/30/23,0,0,6,0,N - NOT INJURED,0,0,0,29.33430884,-98.48119806,SS0536,NO DATA,No Data,No Data,97 - NOT APPLICABLE,0,1 - MOTOR VEHICLE,0,2,0,0,0,0,"P4 - PASSENGER CAR, 4-DOOR",HONDA,CIVIC (HONDA),0,0,W - WHITE,1 - MALE,N - NOT INJURED,1,0,0,0,2 - PASSENGER/OCCUPANT
19950563,TRUE,12/30/23,0,5,0,0,B - SUSPECTED MINOR INJURY,0,5,0,29.41850497,-98.46126232,MONTANA ST,1398,No Data,No Data,97 - NOT APPLICABLE,0,1 - MOTOR VEHICLE,1,0,0,0,1,0,"P4 - PASSENGER CAR, 4-DOOR",CHEVROLET,TRAX (CHEVROLET),23,0,B - BLACK,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,1 - DRIVER
19950563,TRUE,12/30/23,0,5,0,0,B - SUSPECTED MINOR INJURY,0,5,0,29.41850497,-98.46126232,MONTANA ST,1398,No Data,No Data,97 - NOT APPLICABLE,0,1 - MOTOR VEHICLE,4,0,0,0,4,0,"P4 - PASSENGER CAR, 4-DOOR",TOYOTA,CAMRY (TOYOTA),36,0,99 - UNKNOWN,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,1 - DRIVER
19950563,TRUE,12/30/23,0,5,0,0,B - SUSPECTED MINOR INJURY,0,5,0,29.41850497,-98.46126232,MONTANA ST,1398,No Data,No Data,97 - NOT APPLICABLE,0,1 - MOTOR VEHICLE,4,0,0,0,4,0,"P4 - PASSENGER CAR, 4-DOOR",TOYOTA,CAMRY (TOYOTA),63,0,H - HISPANIC,2 - FEMALE,B - SUSPECTED MINOR INJURY,0,0,0,1,2 - PASSENGER/OCCUPANT
